poisonous,capColor,odor,gillSpacing,gillSize,gillColor,stalkShape,ringType,sporePrintColor,population,habitat
0,n,n,c,b,p,t,p,k,y,d
0,n,n,w,b,k,t,e,n,s,g
1,w,p,c,n,n,e,p,n,s,g
0,n,n,c,b,n,t,p,n,v,d
0,g,n,c,b,u,t,p,n,y,d
0,n,n,w,b,p,t,e,n,a,g
0,e,n,c,b,p,t,p,k,v,d
0,w,n,w,b,p,t,e,n,s,g
0,w,n,w,b,h,t,e,k,s,g
0,w,l,c,b,k,e,p,k,n,m
0,w,n,w,b,p,t,e,n,s,g
0,g,n,c,b,u,t,p,n,v,d
0,g,n,c,b,n,t,p,k,y,d
0,g,n,w,b,n,t,e,n,a,g
1,w,p,c,n,n,e,p,n,s,u
0,e,n,c,b,w,t,p,n,v,d
1,n,p,c,n,n,e,p,k,s,u
1,n,p,c,n,w,e,p,n,v,g
0,g,n,c,b,p,t,p,n,v,d
0,n,n,w,b,h,t,e,n,a,g
0,g,n,c,b,p,t,p,n,y,d
0,n,n,w,b,h,t,e,k,a,g
0,n,n,c,b,w,t,p,n,y,d
0,n,n,w,b,p,t,e,n,s,g
0,n,n,w,b,p,t,e,k,a,g
0,n,n,w,b,k,t,e,k,a,g
0,n,n,w,b,k,t,e,k,s,g
0,n,n,c,b,w,t,p,n,v,d
0,e,n,c,b,u,t,p,n,v,d
0,n,n,w,b,k,t,e,k,a,g
0,n,n,c,b,w,t,p,k,y,d
1,w,p,c,n,w,e,p,n,v,u
0,y,l,c,b,n,e,p,n,s,g
1,n,p,c,n,p,e,p,k,s,g
0,w,n,w,b,h,t,e,n,s,g
0,n,n,w,b,n,t,e,k,a,g
1,n,p,c,n,w,e,p,n,v,g
0,n,n,w,b,k,t,e,n,a,g
0,n,n,w,b,n,t,e,k,s,g
0,e,n,c,b,u,t,p,k,v,d
0,n,n,w,b,k,t,e,k,a,g
0,w,n,w,b,k,t,e,n,s,g
0,g,n,w,b,p,t,e,n,a,g
0,w,n,w,b,h,t,e,k,s,g
0,y,a,w,n,n,t,p,n,v,d
0,w,a,w,n,n,t,p,n,v,d
0,n,n,w,b,p,t,e,n,a,g
0,n,n,c,b,u,t,p,n,y,d
0,g,n,c,b,n,t,p,k,y,d
0,n,n,c,b,u,t,p,n,y,d
0,n,n,w,b,k,t,e,k,s,g
0,g,n,c,b,u,t,p,n,y,d
0,n,n,c,b,n,t,p,k,v,d
0,g,n,w,b,p,t,e,k,a,g
0,n,n,c,b,n,t,p,n,v,d
0,n,n,w,b,h,t,e,k,a,g
0,w,l,c,b,k,e,p,k,s,m
0,e,n,c,b,u,t,p,k,v,d
0,n,n,w,b,h,t,e,n,s,g
0,e,n,c,b,w,t,p,k,y,d
0,n,n,c,b,p,t,p,k,y,d
0,g,n,c,b,u,t,p,k,v,d
0,g,n,w,b,p,t,e,n,a,g
0,n,n,w,b,k,t,e,k,s,g
0,g,n,w,b,p,t,e,n,a,g
0,g,n,w,b,n,t,e,k,a,g
0,e,n,c,b,w,t,p,k,y,d
0,g,n,c,b,w,t,p,n,y,d
0,n,n,c,b,n,t,p,k,y,d
0,n,n,w,b,k,t,e,n,s,g
0,n,n,w,b,n,t,e,n,s,g
0,w,n,w,b,n,t,e,k,s,g
0,y,a,c,b,p,e,p,n,s,p
0,e,n,c,b,u,t,p,n,v,d
0,n,n,w,b,h,t,e,k,s,g
0,n,n,c,b,p,t,p,k,v,d
0,g,n,c,b,n,t,p,n,y,d
0,w,n,w,b,k,t,e,n,a,g
0,w,a,c,b,k,e,p,k,s,m
0,n,n,w,b,p,t,e,n,s,g
0,w,n,w,b,p,t,e,n,a,g
0,n,n,c,b,u,t,p,n,v,d
0,w,n,w,b,k,t,e,k,s,g
0,g,n,c,b,u,t,p,n,v,d
0,n,n,c,b,p,t,p,n,y,d
0,w,n,w,b,p,t,e,n,a,g
0,w,a,c,b,n,e,p,k,n,m
0,g,n,w,b,n,t,e,n,s,g
1,n,p,c,n,n,e,p,n,v,g
0,g,n,w,b,p,t,e,n,s,g
0,n,n,c,b,n,t,p,n,v,d
0,w,n,w,b,n,t,e,n,s,g
0,n,n,c,b,u,t,p,k,v,d
0,e,n,c,b,p,t,p,n,v,d
1,n,p,c,n,n,e,p,k,v,u
0,g,n,w,b,p,t,e,n,a,g
0,g,n,c,b,n,t,p,k,y,d
0,g,n,c,b,n,t,p,k,y,d
0,g,n,c,b,n,t,p,k,v,d
0,g,n,c,b,w,t,p,n,y,d
0,n,n,c,b,u,t,p,k,y,d
1,w,p,c,n,p,e,p,n,v,u
0,y,l,c,b,k,e,p,k,n,m
0,n,n,c,b,n,t,p,n,v,d
0,n,n,c,b,w,t,p,n,y,d
0,g,n,w,b,n,t,e,n,s,g
0,e,n,c,b,u,t,p,n,y,d
0,g,n,w,b,k,t,e,n,s,g
0,w,n,w,b,p,t,e,n,s,g
0,n,n,c,b,n,t,p,n,v,d
0,n,n,c,b,u,t,p,n,v,d
0,g,n,w,b,n,t,e,k,s,g
0,g,n,w,b,n,t,e,k,s,g
0,n,n,w,b,h,t,e,n,s,g
0,g,n,c,b,p,t,p,k,y,d
0,e,n,c,b,n,t,p,n,y,d
1,n,p,c,n,p,e,p,k,s,u
0,g,n,c,b,p,t,p,k,v,d
0,w,n,w,b,k,t,e,n,a,g
0,w,a,c,b,g,e,p,n,s,m
0,w,n,w,b,h,t,e,n,s,g
0,n,n,w,b,k,t,e,k,s,g
0,g,n,c,b,p,t,p,k,y,d
0,g,n,c,b,n,t,p,n,v,d
0,g,n,w,b,p,t,e,k,s,g
1,w,p,c,n,n,e,p,k,s,g
0,n,n,w,b,k,t,e,n,a,g
0,g,n,c,b,p,t,p,k,y,d
0,g,n,c,b,p,t,p,n,v,d
0,n,n,c,b,w,t,p,n,v,d
0,e,n,c,b,p,t,p,n,y,d
0,n,n,c,b,w,t,p,n,y,d
0,e,n,c,b,u,t,p,k,y,d
0,n,n,c,b,p,t,p,n,v,d
0,e,n,c,b,u,t,p,k,y,d
0,g,n,c,b,w,t,p,k,v,d
0,g,n,c,b,p,t,p,k,v,d
0,e,n,c,b,w,t,p,k,v,d
0,e,n,c,b,u,t,p,n,v,d
1,w,p,c,n,w,e,p,n,v,g
0,e,n,c,b,n,t,p,n,v,d
0,g,n,c,b,p,t,p,k,v,d
0,n,n,c,b,p,t,p,n,y,d
0,e,n,c,b,w,t,p,k,y,d
0,g,n,c,b,n,t,p,k,v,d
0,g,n,c,b,n,t,p,k,v,d
0,g,n,c,b,u,t,p,k,v,d
0,e,n,c,b,p,t,p,n,y,d
0,e,n,c,b,n,t,p,n,y,d
0,n,n,c,b,p,t,p,k,v,d
0,n,n,c,b,u,t,p,k,v,d
0,g,n,c,b,w,t,p,k,v,d
0,e,n,c,b,u,t,p,n,v,d
0,g,n,c,b,p,t,p,n,y,d
0,g,n,c,b,n,t,p,k,v,d
1,g,f,c,b,p,e,l,h,y,g
1,w,p,c,n,p,e,p,k,s,g
0,e,n,c,b,n,t,p,k,v,d
0,w,n,w,b,h,t,e,n,s,g
0,n,n,c,b,u,t,p,n,v,d
0,n,n,c,b,n,t,p,n,y,d
0,n,n,c,b,w,t,p,n,v,d
0,g,n,c,b,u,t,p,n,y,d
0,g,n,c,b,w,t,p,n,v,d
0,e,n,c,b,u,t,p,k,v,d
0,n,n,c,b,n,t,p,n,y,d
0,g,n,c,b,w,t,p,k,y,d
0,e,n,c,b,w,t,p,k,v,d
0,e,n,c,b,u,t,p,k,v,d
0,n,n,c,b,p,t,p,n,y,d
0,e,n,c,b,n,t,p,k,y,d
0,n,n,c,b,p,t,p,n,v,d
0,n,n,c,b,n,t,p,k,v,d
0,n,n,c,b,n,t,p,n,v,d
1,n,p,c,n,n,e,p,n,v,u
0,e,n,c,b,u,t,p,n,y,d
1,w,p,c,n,w,e,p,k,s,g
0,e,n,c,b,u,t,p,k,y,d
0,n,n,c,b,p,t,p,k,y,d
0,n,n,c,b,u,t,p,n,v,d
0,e,n,c,b,p,t,p,n,v,d
0,e,n,c,b,n,t,p,n,y,d
0,g,n,c,b,p,t,p,n,v,d
0,n,n,c,b,n,t,p,n,y,d
0,n,n,c,b,u,t,p,n,v,d
0,n,n,c,b,w,t,p,n,y,d
0,e,n,c,b,u,t,p,k,v,d
0,n,n,c,b,u,t,p,k,y,d
0,e,n,c,b,p,t,p,n,y,d
0,g,n,c,b,p,t,p,k,v,d
0,n,n,c,b,u,t,p,k,y,d
0,n,n,c,b,u,t,p,n,y,d
0,e,n,c,b,n,t,p,n,y,d
0,e,n,c,b,w,t,p,n,y,d
0,g,n,c,b,p,t,p,k,y,d
0,g,n,c,b,n,t,p,k,y,d
0,e,n,c,b,p,t,p,n,v,d
0,g,n,c,b,p,t,p,k,v,d
0,g,n,c,b,n,t,p,n,v,d
0,g,n,c,b,n,t,p,n,v,d
0,g,n,c,b,n,t,p,k,v,d
0,e,n,c,b,n,t,p,n,y,d
0,n,n,c,b,p,t,p,k,v,d
0,n,n,c,b,w,t,p,k,y,d
0,e,n,c,b,p,t,p,n,v,d
1,g,f,c,b,p,e,l,h,y,d
0,g,n,c,b,u,t,p,k,y,d
0,e,n,c,b,w,t,p,n,y,d
0,n,n,c,b,u,t,p,n,v,d
0,n,n,c,b,p,t,p,n,y,d
0,e,n,c,b,w,t,p,k,v,d
0,n,n,c,b,p,t,p,k,v,d
0,n,n,c,b,p,t,p,k,y,d
0,g,n,c,b,p,t,p,k,y,d
0,e,n,c,b,n,t,p,k,y,d
0,g,n,c,b,w,t,p,k,v,d
0,g,n,c,b,u,t,p,n,v,d
0,n,n,c,b,u,t,p,k,v,d
0,g,n,c,b,w,t,p,k,y,d
0,g,n,w,b,k,t,e,n,s,g
0,e,n,c,b,u,t,p,k,y,d
0,g,n,c,b,p,t,p,k,y,d
0,e,n,c,b,n,t,p,n,v,d
0,g,n,c,b,n,t,p,k,v,d
0,g,n,c,b,u,t,p,k,y,d
0,g,n,c,b,n,t,p,n,v,d
0,g,n,c,b,p,t,p,n,y,d
0,w,n,w,b,p,t,e,n,a,g
0,n,n,c,b,w,t,p,n,y,d
0,n,n,c,b,w,t,p,k,v,d
0,g,n,c,b,p,t,p,k,y,d
0,g,n,c,b,w,t,p,k,y,d
0,e,n,c,b,u,t,p,n,v,d
0,e,n,c,b,u,t,p,k,v,d
0,n,n,c,b,w,t,p,k,y,d
0,g,n,c,b,w,t,p,k,y,d
0,g,n,c,b,w,t,p,n,v,d
1,p,c,w,n,g,e,p,n,s,d
0,n,n,c,b,p,t,p,n,y,d
0,g,n,c,b,n,t,p,k,v,d
0,e,n,c,b,p,t,p,k,y,d
0,n,n,c,b,p,t,p,n,v,d
0,n,n,c,b,w,t,p,n,v,d
0,g,n,c,b,w,t,p,n,y,d
0,n,n,c,b,p,t,p,n,v,d
0,n,n,c,b,n,t,p,k,v,d
0,n,n,c,b,w,t,p,k,v,d
0,e,n,c,b,w,t,p,n,v,d
0,g,n,c,b,p,t,p,k,v,d
0,e,n,c,b,n,t,p,n,v,d
0,e,n,c,b,u,t,p,n,v,d
0,n,n,c,b,w,t,p,n,y,d
0,e,n,c,b,p,t,p,k,v,d
0,e,n,c,b,n,t,p,n,y,d
0,w,n,w,b,k,t,e,n,s,g
0,g,n,c,b,p,t,p,k,y,d
0,e,n,c,b,p,t,p,k,v,d
0,g,n,c,b,p,t,p,n,v,d
0,e,n,c,b,w,t,p,k,v,d
0,g,n,c,b,p,t,p,n,y,d
0,e,n,c,b,p,t,p,n,v,d
0,g,n,c,b,p,t,p,k,v,d
0,e,n,c,b,p,t,p,k,y,d
0,g,n,c,b,p,t,p,n,y,d
0,g,n,w,b,h,t,e,k,s,g
1,g,f,c,b,g,e,l,h,y,p
0,e,n,c,b,p,t,p,k,y,d
0,e,n,c,b,w,t,p,n,y,d
1,w,p,c,n,w,e,p,k,v,g
0,n,n,c,b,u,t,p,k,y,d
0,e,n,c,b,n,t,p,n,y,d
0,e,n,c,b,n,t,p,k,v,d
0,g,n,c,b,n,t,p,k,v,d
0,g,n,c,b,p,t,p,n,v,d
0,g,n,w,b,n,t,e,n,a,g
0,n,n,c,b,u,t,p,n,y,d
0,e,n,c,b,n,t,p,k,y,d
0,g,n,c,b,u,t,p,n,y,d
0,n,n,c,b,w,t,p,k,y,d
0,g,n,w,b,h,t,e,n,s,g
0,g,n,c,b,p,t,p,n,v,d
0,n,n,c,b,w,t,p,k,v,d
0,g,n,c,b,p,t,p,k,y,d
0,n,n,c,b,u,t,p,n,y,d
0,g,n,c,b,w,t,p,n,v,d
0,e,n,c,b,u,t,p,n,v,d
0,n,n,c,b,n,t,p,n,v,d
0,g,n,w,b,n,t,e,n,a,g
0,n,n,c,b,w,t,p,k,y,d
0,n,n,c,b,n,t,p,k,y,d
0,e,n,c,b,w,t,p,n,y,d
0,e,n,c,b,w,t,p,k,y,d
0,n,n,c,b,n,t,p,k,y,d
0,w,n,w,b,h,t,e,k,a,g
0,n,n,c,b,p,t,p,n,v,d
0,e,n,c,b,p,t,p,k,y,d
0,g,n,c,b,p,t,p,n,v,d
0,g,n,c,b,n,t,p,n,v,d
0,n,n,w,b,n,t,e,k,s,g
0,g,n,c,b,n,t,p,k,v,d
0,e,n,c,b,u,t,p,k,y,d
0,g,n,c,b,n,t,p,k,v,d
0,n,n,c,b,u,t,p,n,y,d
0,e,n,c,b,u,t,p,k,y,d
0,n,n,c,b,w,t,p,n,y,d
0,g,n,c,b,n,t,p,n,v,d
0,g,n,c,b,w,t,p,n,v,d
0,n,n,c,b,p,t,p,k,y,d
0,n,n,c,b,u,t,p,n,y,d
0,e,n,c,b,p,t,p,n,v,d
0,g,n,c,b,n,t,p,k,y,d
0,n,n,c,b,p,t,p,k,y,d
1,p,c,w,n,n,e,p,k,v,d
0,g,n,c,b,w,t,p,k,y,d
0,n,n,c,b,p,t,p,n,y,d
1,n,p,c,n,p,e,p,k,s,u
0,n,n,c,b,u,t,p,k,y,d
0,g,n,c,b,u,t,p,k,y,d
0,e,n,c,b,n,t,p,k,v,d
0,e,n,c,b,n,t,p,n,v,d
0,e,n,c,b,p,t,p,k,v,d
0,g,n,c,b,p,t,p,n,y,d
0,w,n,w,b,n,t,e,k,s,g
0,g,n,c,b,p,t,p,n,v,d
0,n,n,w,b,p,t,e,n,s,g
0,n,n,c,b,w,t,p,n,y,d
0,g,n,c,b,p,t,p,k,v,d
0,e,n,c,b,p,t,p,n,v,d
0,n,n,c,b,u,t,p,k,v,d
0,g,n,c,b,w,t,p,n,v,d
0,g,n,c,b,w,t,p,k,y,d
0,g,n,c,b,w,t,p,k,v,d
0,g,n,c,b,n,t,p,n,y,d
0,g,n,c,b,p,t,p,n,v,d
0,e,n,c,b,p,t,p,k,v,d
0,e,n,c,b,n,t,p,k,y,d
0,n,n,c,b,w,t,p,n,v,d
0,n,n,c,b,w,t,p,n,y,d
0,n,n,c,b,n,t,p,k,v,d
0,n,n,c,b,p,t,p,n,y,d
0,g,n,c,b,u,t,p,n,v,d
0,e,n,c,b,w,t,p,k,y,d
0,n,n,c,b,w,t,p,k,v,d
0,e,n,c,b,p,t,p,k,v,d
0,n,n,c,b,w,t,p,k,y,d
0,g,n,c,b,p,t,p,k,y,d
0,n,n,c,b,n,t,p,n,v,d
0,g,n,c,b,w,t,p,k,y,d
0,e,n,c,b,w,t,p,k,v,d
0,n,n,c,b,p,t,p,k,y,d
0,g,n,c,b,w,t,p,k,y,d
0,e,n,c,b,u,t,p,n,y,d
0,n,n,c,b,u,t,p,k,v,d
0,n,n,c,b,w,t,p,n,y,d
0,g,n,c,b,u,t,p,n,v,d
0,n,n,c,b,w,t,p,k,v,d
0,e,n,c,b,w,t,p,k,y,d
0,n,n,c,b,w,t,p,k,v,d
0,n,n,c,b,w,t,p,k,v,d
0,n,n,c,b,n,t,p,k,y,d
0,e,n,c,b,u,t,p,n,y,d
0,e,n,c,b,u,t,p,n,y,d
0,g,n,c,b,w,t,p,n,v,d
0,g,n,c,b,p,t,p,n,v,d
0,e,n,c,b,u,t,p,n,v,d
0,n,n,c,b,w,t,p,n,y,d
0,e,n,c,b,n,t,p,n,y,d
0,g,n,c,b,u,t,p,n,v,d
0,g,n,c,b,u,t,p,k,y,d
0,e,n,c,b,u,t,p,n,v,d
0,n,n,c,b,w,t,p,n,v,d
0,n,n,c,b,p,t,p,n,y,d
0,g,n,c,b,u,t,p,k,v,d
0,w,n,w,b,h,t,e,n,s,g
0,g,n,c,b,w,t,p,n,y,d
0,g,n,w,b,n,t,e,n,s,g
0,n,n,c,b,u,t,p,n,y,d
0,e,n,c,b,w,t,p,k,y,d
1,w,p,c,n,w,e,p,n,s,u
0,g,n,c,b,n,t,p,k,v,d
0,n,n,c,b,w,t,p,k,y,d
0,g,n,c,b,w,t,p,n,y,d
0,e,n,c,b,n,t,p,k,v,d
0,g,n,c,b,n,t,p,k,v,d
0,n,n,c,b,p,t,p,n,y,d
0,e,n,c,b,n,t,p,k,y,d
0,n,n,c,b,n,t,p,n,v,d
0,n,n,c,b,n,t,p,n,y,d
0,n,n,c,b,p,t,p,k,y,d
0,g,n,c,b,u,t,p,k,y,d
0,n,n,c,b,n,t,p,k,y,d
0,e,n,c,b,w,t,p,k,v,d
0,n,n,c,b,p,t,p,k,y,d
0,e,n,c,b,n,t,p,k,v,d
0,w,n,w,b,k,t,e,n,a,g
0,n,n,c,b,n,t,p,k,v,d
0,g,n,c,b,w,t,p,k,y,d
0,n,n,c,b,w,t,p,k,y,d
0,e,n,c,b,p,t,p,n,y,d
0,n,n,c,b,n,t,p,k,y,d
0,n,n,c,b,u,t,p,n,v,d
0,n,n,c,b,p,t,p,n,y,d
1,w,p,c,n,w,e,p,n,v,u
0,g,n,c,b,w,t,p,k,v,d
0,w,n,w,b,k,t,e,k,s,g
0,g,n,w,b,p,t,e,n,s,g
0,g,n,c,b,p,t,p,k,v,d
0,n,n,c,b,n,t,p,k,y,d
0,e,n,c,b,n,t,p,k,v,d
0,g,n,c,b,n,t,p,k,v,d
0,n,n,c,b,u,t,p,k,y,d
0,n,n,c,b,w,t,p,n,v,d
1,g,f,c,b,h,e,l,h,y,d
0,e,n,c,b,w,t,p,k,y,d
0,n,n,w,b,h,t,e,k,a,g
1,w,p,c,n,n,e,p,n,v,g
0,g,n,c,b,p,t,p,n,y,d
0,n,n,c,b,n,t,p,n,v,d
0,n,n,c,b,p,t,p,k,y,d
0,g,n,c,b,u,t,p,k,v,d
0,g,n,c,b,w,t,p,k,v,d
0,n,n,c,b,u,t,p,n,v,d
0,n,n,c,b,u,t,p,k,y,d
0,g,n,c,b,u,t,p,k,v,d
0,g,n,c,b,n,t,p,n,y,d
0,e,n,c,b,u,t,p,n,y,d
0,e,n,c,b,n,t,p,k,y,d
1,w,p,c,n,n,e,p,k,v,g
0,g,n,c,b,n,t,p,k,v,d
0,g,n,c,b,p,t,p,k,v,d
0,e,n,c,b,w,t,p,k,v,d
0,g,n,c,b,p,t,p,k,v,d
0,n,n,c,b,w,t,p,n,v,d
0,e,n,c,b,w,t,p,n,y,d
0,e,n,c,b,w,t,p,n,y,d
0,e,n,c,b,w,t,p,k,y,d
0,g,n,c,b,n,t,p,n,y,d
0,g,n,c,b,p,t,p,k,v,d
0,n,n,c,b,p,t,p,n,v,d
0,n,n,c,b,p,t,p,n,v,d
0,g,n,c,b,n,t,p,k,v,d
0,g,n,c,b,u,t,p,n,v,d
0,n,n,c,b,p,t,p,k,y,d
0,n,n,c,b,w,t,p,n,v,d
0,n,n,c,b,u,t,p,k,y,d
0,n,n,c,b,p,t,p,k,y,d
0,n,n,c,b,p,t,p,k,v,d
0,n,n,c,b,u,t,p,n,y,d
0,n,n,c,b,p,t,p,n,v,d
0,n,n,c,b,p,t,p,k,y,d
0,g,n,c,b,n,t,p,n,y,d
0,e,n,c,b,u,t,p,n,y,d
0,n,n,c,b,p,t,p,n,v,d
1,p,c,c,n,g,e,p,k,v,d
0,e,n,c,b,u,t,p,n,y,d
0,n,n,c,b,w,t,p,k,y,d
0,n,n,c,b,w,t,p,k,y,d
0,e,n,c,b,u,t,p,n,v,d
0,e,n,c,b,n,t,p,k,y,d
0,g,n,c,b,w,t,p,n,y,d
0,g,n,c,b,n,t,p,n,y,d
0,g,n,c,b,p,t,p,k,v,d
0,g,n,c,b,u,t,p,n,y,d
0,g,n,c,b,p,t,p,n,y,d
0,e,n,c,b,u,t,p,n,v,d
0,n,n,c,b,p,t,p,k,y,d
0,e,n,c,b,u,t,p,k,v,d
0,g,n,c,b,u,t,p,n,y,d
0,g,n,c,b,w,t,p,k,y,d
0,g,n,c,b,n,t,p,k,y,d
1,g,f,c,b,h,e,l,h,y,g
0,n,n,c,b,u,t,p,k,v,d
0,e,n,c,b,p,t,p,n,y,d
0,n,n,c,b,w,t,p,k,v,d
0,n,n,c,b,p,t,p,n,y,d
0,n,n,c,b,p,t,p,k,v,d
0,g,n,c,b,n,t,p,k,y,d
0,g,n,c,b,p,t,p,n,y,d
0,g,n,c,b,w,t,p,n,y,d
0,g,n,w,b,k,t,e,n,a,g
0,g,n,c,b,n,t,p,k,y,d
0,e,n,c,b,p,t,p,k,y,d
0,n,n,c,b,p,t,p,k,v,d
0,e,n,c,b,n,t,p,n,y,d
0,g,n,c,b,p,t,p,n,v,d
0,n,n,c,b,p,t,p,k,y,d
0,e,n,c,b,w,t,p,n,v,d
0,n,n,c,b,w,t,p,k,v,d
0,g,n,c,b,p,t,p,k,y,d
0,g,n,c,b,n,t,p,k,y,d
0,g,n,c,b,u,t,p,k,v,d
0,n,n,c,b,u,t,p,n,y,d
0,g,n,c,b,p,t,p,k,v,d
0,n,n,c,b,p,t,p,n,v,d
0,e,n,c,b,p,t,p,k,v,d
0,n,n,c,b,u,t,p,k,y,d
0,g,n,c,b,w,t,p,k,v,d
0,g,n,c,b,p,t,p,k,v,d
0,g,n,c,b,p,t,p,n,v,d
0,n,n,c,b,w,t,p,k,v,d
0,g,n,c,b,w,t,p,n,v,d
0,g,n,c,b,p,t,p,n,y,d
0,e,n,c,b,n,t,p,n,v,d
0,n,n,c,b,w,t,p,k,v,d
0,g,n,c,b,u,t,p,k,y,d
1,n,p,c,n,k,e,p,k,s,u
0,g,n,w,b,n,t,e,n,s,g
0,g,n,c,b,u,t,p,k,v,d
0,e,n,c,b,n,t,p,k,y,d
1,p,c,w,n,u,e,p,n,s,d
0,n,n,c,b,w,t,p,k,y,d
0,e,n,c,b,p,t,p,k,v,d
0,n,n,c,b,p,t,p,n,y,d
0,e,n,c,b,u,t,p,k,v,d
0,w,n,w,b,k,t,e,n,s,g
0,g,n,c,b,p,t,p,n,v,d
0,g,n,c,b,n,t,p,n,v,d
0,g,n,c,b,n,t,p,n,v,d
0,e,n,c,b,n,t,p,n,y,d
0,g,n,c,b,n,t,p,k,v,d
0,g,n,c,b,w,t,p,n,v,d
0,e,n,c,b,p,t,p,k,y,d
1,w,p,c,n,p,e,p,n,v,u
0,n,n,c,b,u,t,p,n,y,d
0,e,n,c,b,w,t,p,k,y,d
0,e,n,c,b,n,t,p,n,v,d
0,g,n,c,b,p,t,p,k,v,d
0,w,n,w,b,h,t,e,k,s,g
0,n,n,w,b,k,t,e,n,a,g
0,n,n,c,b,w,t,p,k,v,d
0,n,n,c,b,n,t,p,n,v,d
0,e,n,c,b,p,t,p,n,y,d
0,e,n,c,b,u,t,p,n,y,d
0,e,n,c,b,p,t,p,n,y,d
0,n,n,c,b,w,t,p,k,y,d
0,g,n,c,b,w,t,p,k,v,d
0,n,n,c,b,w,t,p,k,v,d
0,e,n,c,b,n,t,p,n,y,d
0,e,n,c,b,w,t,p,n,v,d
1,w,c,w,n,p,e,p,n,s,d
0,n,n,c,b,u,t,p,k,y,d
0,g,n,c,b,p,t,p,n,y,d
0,n,n,c,b,u,t,p,k,v,d
0,n,n,c,b,p,t,p,k,v,d
0,e,n,c,b,w,t,p,k,y,d
0,w,n,w,b,n,t,e,n,s,g
0,g,n,c,b,u,t,p,n,y,d
0,e,n,c,b,p,t,p,k,v,d
0,n,n,c,b,n,t,p,n,v,d
0,n,n,c,b,p,t,p,k,v,d
0,n,n,c,b,n,t,p,k,y,d
0,g,n,c,b,n,t,p,n,y,d
0,n,n,c,b,n,t,p,k,v,d
0,g,n,c,b,u,t,p,n,y,d
0,n,n,c,b,w,t,p,k,y,d
0,n,n,c,b,p,t,p,k,v,d
0,n,n,c,b,p,t,p,n,y,d
0,g,n,c,b,n,t,p,n,v,d
0,e,n,c,b,w,t,p,k,y,d
0,n,n,c,b,n,t,p,k,y,d
1,g,f,c,b,g,e,l,h,y,p
0,g,n,c,b,u,t,p,k,v,d
0,e,n,c,b,u,t,p,k,v,d
1,g,f,c,b,h,e,l,h,v,d
0,e,n,c,b,n,t,p,k,v,d
0,e,n,c,b,n,t,p,k,v,d
1,g,f,c,b,h,e,l,h,y,d
1,p,c,w,n,n,e,p,n,s,d
0,g,n,c,b,u,t,p,k,v,d
0,g,n,c,b,p,t,p,n,y,d
0,g,n,c,b,u,t,p,n,v,d
0,g,n,c,b,w,t,p,k,y,d
0,g,n,c,b,n,t,p,n,v,d
0,g,n,c,b,n,t,p,n,y,d
0,g,n,c,b,w,t,p,n,y,d
0,e,n,c,b,p,t,p,k,v,d
0,n,n,c,b,w,t,p,k,y,d
0,n,n,c,b,u,t,p,k,v,d
0,n,n,c,b,p,t,p,k,y,d
0,n,n,c,b,u,t,p,n,v,d
0,g,n,c,b,n,t,p,k,y,d
0,g,n,c,b,p,t,p,k,y,d
0,n,n,c,b,u,t,p,n,v,d
0,e,n,c,b,w,t,p,n,v,d
0,n,n,c,b,u,t,p,n,v,d
0,g,n,c,b,n,t,p,n,v,d
0,n,n,c,b,u,t,p,k,y,d
1,w,c,c,n,g,e,p,k,v,d
0,n,n,c,b,u,t,p,k,y,d
0,e,n,c,b,w,t,p,n,v,d
0,n,n,c,b,n,t,p,n,y,d
0,g,n,c,b,n,t,p,k,v,d
0,e,n,c,b,w,t,p,k,y,d
1,g,f,c,b,p,e,l,h,y,d
0,e,n,c,b,n,t,p,k,y,d
0,g,n,c,b,p,t,p,n,v,d
0,e,n,c,b,w,t,p,k,v,d
0,e,n,c,b,p,t,p,n,v,d
1,g,f,c,b,p,e,l,h,v,g
0,n,n,c,b,w,t,p,n,y,d
0,n,n,c,b,p,t,p,k,v,d
0,n,n,c,b,p,t,p,k,v,d
0,n,n,c,b,n,t,p,k,y,d
0,g,n,c,b,u,t,p,n,y,d
0,n,n,c,b,n,t,p,k,y,d
0,g,n,c,b,p,t,p,k,y,d
0,e,n,c,b,n,t,p,k,y,d
0,e,n,c,b,n,t,p,k,v,d
0,g,n,c,b,p,t,p,n,v,d
0,e,n,c,b,n,t,p,n,v,d
0,n,n,c,b,n,t,p,k,v,d
0,n,n,c,b,w,t,p,n,v,d
0,g,n,c,b,p,t,p,n,v,d
0,g,n,c,b,w,t,p,n,y,d
0,e,n,c,b,u,t,p,k,v,d
0,n,n,c,b,w,t,p,n,v,d
0,n,n,c,b,p,t,p,n,v,d
0,e,n,c,b,p,t,p,k,y,d
0,n,n,c,b,n,t,p,n,v,d
0,n,n,c,b,p,t,p,k,y,d
0,n,n,c,b,w,t,p,n,v,d
1,g,f,c,b,g,e,l,h,v,p
0,g,n,c,b,n,t,p,k,y,d
0,n,n,c,b,w,t,p,n,y,d
0,g,n,c,b,n,t,p,n,y,d
0,g,n,c,b,n,t,p,n,y,d
0,g,n,c,b,w,t,p,k,v,d
0,n,n,c,b,u,t,p,k,y,d
0,g,n,c,b,n,t,p,k,y,d
0,n,n,c,b,n,t,p,k,v,d
0,e,n,c,b,w,t,p,k,y,d
0,n,n,c,b,n,t,p,n,v,d
1,g,f,c,b,g,e,l,h,v,p
