poisonous,capColor,odor,gillSpacing,gillSize,gillColor,stalkShape,ringType,sporePrintColor,population,habitat
e,n,n,c,b,n,t,p,n,v,d
e,g,n,c,b,u,t,p,n,y,d
e,n,n,w,b,p,t,e,n,a,g
e,e,n,c,b,p,t,p,k,v,d
e,w,n,w,b,p,t,e,n,s,g
e,w,n,w,b,h,t,e,k,s,g
e,w,l,c,b,k,e,p,k,n,m
e,w,n,w,b,p,t,e,n,s,g
e,g,n,c,b,u,t,p,n,v,d
e,g,n,c,b,n,t,p,k,y,d
e,g,n,w,b,n,t,e,n,a,g
p,w,p,c,n,n,e,p,n,s,u
e,e,n,c,b,w,t,p,n,v,d
p,n,p,c,n,n,e,p,k,s,u
p,n,p,c,n,w,e,p,n,v,g
e,g,n,c,b,p,t,p,n,v,d
e,n,n,w,b,h,t,e,n,a,g
e,g,n,c,b,p,t,p,n,y,d
e,n,n,w,b,h,t,e,k,a,g
e,n,n,c,b,w,t,p,n,y,d
e,n,n,w,b,p,t,e,n,s,g
e,n,n,w,b,p,t,e,k,a,g
e,n,n,w,b,k,t,e,k,a,g
e,n,n,w,b,k,t,e,k,s,g
e,n,n,c,b,w,t,p,n,v,d
e,e,n,c,b,u,t,p,n,v,d
e,n,n,w,b,k,t,e,k,a,g
e,n,n,c,b,w,t,p,k,y,d
p,w,p,c,n,w,e,p,n,v,u
e,y,l,c,b,n,e,p,n,s,g
p,n,p,c,n,p,e,p,k,s,g
e,w,n,w,b,h,t,e,n,s,g
e,n,n,w,b,n,t,e,k,a,g
p,n,p,c,n,w,e,p,n,v,g
e,n,n,w,b,k,t,e,n,a,g
e,n,n,w,b,n,t,e,k,s,g
e,e,n,c,b,u,t,p,k,v,d
e,n,n,w,b,k,t,e,k,a,g
e,w,n,w,b,k,t,e,n,s,g
e,g,n,w,b,p,t,e,n,a,g
e,w,n,w,b,h,t,e,k,s,g
e,y,a,w,n,n,t,p,n,v,d
e,w,a,w,n,n,t,p,n,v,d
e,n,n,w,b,p,t,e,n,a,g
e,n,n,c,b,u,t,p,n,y,d
e,g,n,c,b,n,t,p,k,y,d
e,n,n,c,b,u,t,p,n,y,d
e,n,n,w,b,k,t,e,k,s,g
e,g,n,c,b,u,t,p,n,y,d
e,n,n,c,b,n,t,p,k,v,d
e,g,n,w,b,p,t,e,k,a,g
e,n,n,c,b,n,t,p,n,v,d
e,n,n,w,b,h,t,e,k,a,g
e,w,l,c,b,k,e,p,k,s,m
e,e,n,c,b,u,t,p,k,v,d
e,n,n,w,b,h,t,e,n,s,g
e,e,n,c,b,w,t,p,k,y,d
e,n,n,c,b,p,t,p,k,y,d
e,g,n,c,b,u,t,p,k,v,d
e,g,n,w,b,p,t,e,n,a,g
e,n,n,w,b,k,t,e,k,s,g
e,g,n,w,b,p,t,e,n,a,g
e,g,n,w,b,n,t,e,k,a,g
e,e,n,c,b,w,t,p,k,y,d
e,g,n,c,b,w,t,p,n,y,d
e,n,n,c,b,n,t,p,k,y,d
e,n,n,w,b,k,t,e,n,s,g
e,n,n,w,b,n,t,e,n,s,g
e,w,n,w,b,n,t,e,k,s,g
e,y,a,c,b,p,e,p,n,s,p
e,e,n,c,b,u,t,p,n,v,d
e,n,n,w,b,h,t,e,k,s,g
e,n,n,c,b,p,t,p,k,v,d
e,g,n,c,b,n,t,p,n,y,d
e,w,n,w,b,k,t,e,n,a,g
e,w,a,c,b,k,e,p,k,s,m
e,n,n,w,b,p,t,e,n,s,g
e,w,n,w,b,p,t,e,n,a,g
e,n,n,c,b,u,t,p,n,v,d
e,w,n,w,b,k,t,e,k,s,g
e,g,n,c,b,u,t,p,n,v,d
e,n,n,c,b,p,t,p,n,y,d
e,w,n,w,b,p,t,e,n,a,g
e,w,a,c,b,n,e,p,k,n,m
e,g,n,w,b,n,t,e,n,s,g
p,n,p,c,n,n,e,p,n,v,g
e,g,n,w,b,p,t,e,n,s,g
e,n,n,c,b,n,t,p,n,v,d
e,w,n,w,b,n,t,e,n,s,g
e,n,n,c,b,u,t,p,k,v,d
e,e,n,c,b,p,t,p,n,v,d
p,n,p,c,n,n,e,p,k,v,u
e,g,n,w,b,p,t,e,n,a,g
e,g,n,c,b,n,t,p,k,y,d
e,g,n,c,b,n,t,p,k,y,d
e,g,n,c,b,n,t,p,k,v,d
e,g,n,c,b,w,t,p,n,y,d
e,n,n,c,b,u,t,p,k,y,d
p,w,p,c,n,p,e,p,n,v,u
e,y,l,c,b,k,e,p,k,n,m
e,n,n,c,b,n,t,p,n,v,d
e,n,n,c,b,w,t,p,n,y,d
e,g,n,w,b,n,t,e,n,s,g
e,e,n,c,b,u,t,p,n,y,d
e,g,n,w,b,k,t,e,n,s,g
e,w,n,w,b,p,t,e,n,s,g
e,n,n,c,b,n,t,p,n,v,d
e,n,n,c,b,u,t,p,n,v,d
e,g,n,w,b,n,t,e,k,s,g
e,g,n,w,b,n,t,e,k,s,g
e,n,n,w,b,h,t,e,n,s,g
e,g,n,c,b,p,t,p,k,y,d
e,e,n,c,b,n,t,p,n,y,d
p,n,p,c,n,p,e,p,k,s,u
e,g,n,c,b,p,t,p,k,v,d
e,w,n,w,b,k,t,e,n,a,g
e,w,a,c,b,g,e,p,n,s,m
e,w,n,w,b,h,t,e,n,s,g
e,n,n,w,b,k,t,e,k,s,g
e,g,n,c,b,p,t,p,k,y,d
e,g,n,c,b,n,t,p,n,v,d
e,g,n,w,b,p,t,e,k,s,g
p,w,p,c,n,n,e,p,k,s,g
e,n,n,w,b,k,t,e,n,a,g
e,g,n,c,b,p,t,p,k,y,d
e,g,n,c,b,p,t,p,n,v,d
e,n,n,c,b,w,t,p,n,v,d
e,e,n,c,b,p,t,p,n,y,d
e,n,n,c,b,w,t,p,n,y,d
e,e,n,c,b,u,t,p,k,y,d
e,n,n,c,b,p,t,p,n,v,d
e,e,n,c,b,u,t,p,k,y,d
e,g,n,c,b,w,t,p,k,v,d
e,g,n,c,b,p,t,p,k,v,d
e,e,n,c,b,w,t,p,k,v,d
e,e,n,c,b,u,t,p,n,v,d
p,w,p,c,n,w,e,p,n,v,g
e,e,n,c,b,n,t,p,n,v,d
e,g,n,c,b,p,t,p,k,v,d
e,n,n,c,b,p,t,p,n,y,d
e,e,n,c,b,w,t,p,k,y,d
e,g,n,c,b,n,t,p,k,v,d
e,g,n,c,b,n,t,p,k,v,d
e,g,n,c,b,u,t,p,k,v,d
e,e,n,c,b,p,t,p,n,y,d
e,e,n,c,b,n,t,p,n,y,d
e,n,n,c,b,p,t,p,k,v,d
e,n,n,c,b,u,t,p,k,v,d
e,g,n,c,b,w,t,p,k,v,d
e,e,n,c,b,u,t,p,n,v,d
e,g,n,c,b,p,t,p,n,y,d
e,g,n,c,b,n,t,p,k,v,d
p,g,f,c,b,p,e,l,h,y,g
p,w,p,c,n,p,e,p,k,s,g
e,e,n,c,b,n,t,p,k,v,d
e,w,n,w,b,h,t,e,n,s,g
e,n,n,c,b,u,t,p,n,v,d
e,n,n,c,b,n,t,p,n,y,d
e,n,n,c,b,w,t,p,n,v,d
e,g,n,c,b,u,t,p,n,y,d
e,g,n,c,b,w,t,p,n,v,d
e,e,n,c,b,u,t,p,k,v,d
e,n,n,c,b,n,t,p,n,y,d
e,g,n,c,b,w,t,p,k,y,d
e,e,n,c,b,w,t,p,k,v,d
e,e,n,c,b,u,t,p,k,v,d
e,n,n,c,b,p,t,p,n,y,d
e,e,n,c,b,n,t,p,k,y,d
e,n,n,c,b,p,t,p,n,v,d
e,n,n,c,b,n,t,p,k,v,d
e,n,n,c,b,n,t,p,n,v,d
p,n,p,c,n,n,e,p,n,v,u
e,e,n,c,b,u,t,p,n,y,d
p,w,p,c,n,w,e,p,k,s,g
e,e,n,c,b,u,t,p,k,y,d
e,n,n,c,b,p,t,p,k,y,d
e,n,n,c,b,u,t,p,n,v,d
e,e,n,c,b,p,t,p,n,v,d
e,e,n,c,b,n,t,p,n,y,d
e,g,n,c,b,p,t,p,n,v,d
e,n,n,c,b,n,t,p,n,y,d
e,n,n,c,b,u,t,p,n,v,d
e,n,n,c,b,w,t,p,n,y,d
e,e,n,c,b,u,t,p,k,v,d
e,n,n,c,b,u,t,p,k,y,d
e,e,n,c,b,p,t,p,n,y,d
e,g,n,c,b,p,t,p,k,v,d
e,n,n,c,b,u,t,p,k,y,d
e,n,n,c,b,u,t,p,n,y,d
e,e,n,c,b,n,t,p,n,y,d
e,e,n,c,b,w,t,p,n,y,d
e,g,n,c,b,p,t,p,k,y,d
e,g,n,c,b,n,t,p,k,y,d
e,e,n,c,b,p,t,p,n,v,d
e,g,n,c,b,p,t,p,k,v,d
e,g,n,c,b,n,t,p,n,v,d
e,g,n,c,b,n,t,p,n,v,d
e,g,n,c,b,n,t,p,k,v,d
e,e,n,c,b,n,t,p,n,y,d
e,n,n,c,b,p,t,p,k,v,d
e,n,n,c,b,w,t,p,k,y,d
e,e,n,c,b,p,t,p,n,v,d
p,g,f,c,b,p,e,l,h,y,d
e,g,n,c,b,u,t,p,k,y,d
e,e,n,c,b,w,t,p,n,y,d
e,n,n,c,b,u,t,p,n,v,d
e,n,n,c,b,p,t,p,n,y,d
e,e,n,c,b,w,t,p,k,v,d
e,n,n,c,b,p,t,p,k,v,d
e,n,n,c,b,p,t,p,k,y,d
e,g,n,c,b,p,t,p,k,y,d
e,e,n,c,b,n,t,p,k,y,d
e,g,n,c,b,w,t,p,k,v,d
e,g,n,c,b,u,t,p,n,v,d
e,n,n,c,b,u,t,p,k,v,d
e,g,n,c,b,w,t,p,k,y,d
e,g,n,w,b,k,t,e,n,s,g
e,e,n,c,b,u,t,p,k,y,d
e,g,n,c,b,p,t,p,k,y,d
e,e,n,c,b,n,t,p,n,v,d
e,g,n,c,b,n,t,p,k,v,d
e,g,n,c,b,u,t,p,k,y,d
e,g,n,c,b,n,t,p,n,v,d
e,g,n,c,b,p,t,p,n,y,d
e,w,n,w,b,p,t,e,n,a,g
e,n,n,c,b,w,t,p,n,y,d
e,n,n,c,b,w,t,p,k,v,d
e,g,n,c,b,p,t,p,k,y,d
e,g,n,c,b,w,t,p,k,y,d
e,e,n,c,b,u,t,p,n,v,d
e,e,n,c,b,u,t,p,k,v,d
e,n,n,c,b,w,t,p,k,y,d
e,g,n,c,b,w,t,p,k,y,d
e,g,n,c,b,w,t,p,n,v,d
p,p,c,w,n,g,e,p,n,s,d
e,n,n,c,b,p,t,p,n,y,d
e,g,n,c,b,n,t,p,k,v,d
e,e,n,c,b,p,t,p,k,y,d
e,n,n,c,b,p,t,p,n,v,d
e,n,n,c,b,w,t,p,n,v,d
e,g,n,c,b,w,t,p,n,y,d
e,n,n,c,b,p,t,p,n,v,d
e,n,n,c,b,n,t,p,k,v,d
e,n,n,c,b,w,t,p,k,v,d
e,e,n,c,b,w,t,p,n,v,d
e,g,n,c,b,p,t,p,k,v,d
e,e,n,c,b,n,t,p,n,v,d
e,e,n,c,b,u,t,p,n,v,d
e,n,n,c,b,w,t,p,n,y,d
e,e,n,c,b,p,t,p,k,v,d
e,e,n,c,b,n,t,p,n,y,d
e,w,n,w,b,k,t,e,n,s,g
e,g,n,c,b,p,t,p,k,y,d
e,e,n,c,b,p,t,p,k,v,d
e,g,n,c,b,p,t,p,n,v,d
e,e,n,c,b,w,t,p,k,v,d
e,g,n,c,b,p,t,p,n,y,d
e,e,n,c,b,p,t,p,n,v,d
e,g,n,c,b,p,t,p,k,v,d
e,e,n,c,b,p,t,p,k,y,d
e,g,n,c,b,p,t,p,n,y,d
e,g,n,w,b,h,t,e,k,s,g
p,g,f,c,b,g,e,l,h,y,p
e,e,n,c,b,p,t,p,k,y,d
e,e,n,c,b,w,t,p,n,y,d
p,w,p,c,n,w,e,p,k,v,g
e,n,n,c,b,u,t,p,k,y,d
e,e,n,c,b,n,t,p,n,y,d
e,e,n,c,b,n,t,p,k,v,d
e,g,n,c,b,n,t,p,k,v,d
e,g,n,c,b,p,t,p,n,v,d
e,g,n,w,b,n,t,e,n,a,g
e,n,n,c,b,u,t,p,n,y,d
e,e,n,c,b,n,t,p,k,y,d
e,g,n,c,b,u,t,p,n,y,d
e,n,n,c,b,w,t,p,k,y,d
e,g,n,w,b,h,t,e,n,s,g
e,g,n,c,b,p,t,p,n,v,d
e,n,n,c,b,w,t,p,k,v,d
e,g,n,c,b,p,t,p,k,y,d
e,n,n,c,b,u,t,p,n,y,d
e,g,n,c,b,w,t,p,n,v,d
e,e,n,c,b,u,t,p,n,v,d
e,n,n,c,b,n,t,p,n,v,d
e,g,n,w,b,n,t,e,n,a,g
e,n,n,c,b,w,t,p,k,y,d
e,n,n,c,b,n,t,p,k,y,d
e,e,n,c,b,w,t,p,n,y,d
e,e,n,c,b,w,t,p,k,y,d
e,n,n,c,b,n,t,p,k,y,d
e,w,n,w,b,h,t,e,k,a,g
e,n,n,c,b,p,t,p,n,v,d
e,e,n,c,b,p,t,p,k,y,d
e,g,n,c,b,p,t,p,n,v,d
e,g,n,c,b,n,t,p,n,v,d
e,n,n,w,b,n,t,e,k,s,g
e,g,n,c,b,n,t,p,k,v,d
e,e,n,c,b,u,t,p,k,y,d
e,g,n,c,b,n,t,p,k,v,d
e,n,n,c,b,u,t,p,n,y,d
e,e,n,c,b,u,t,p,k,y,d
e,n,n,c,b,w,t,p,n,y,d
e,g,n,c,b,n,t,p,n,v,d
e,g,n,c,b,w,t,p,n,v,d
e,n,n,c,b,p,t,p,k,y,d
e,n,n,c,b,u,t,p,n,y,d
e,e,n,c,b,p,t,p,n,v,d
e,g,n,c,b,n,t,p,k,y,d
e,n,n,c,b,p,t,p,k,y,d
p,p,c,w,n,n,e,p,k,v,d
e,g,n,c,b,w,t,p,k,y,d
e,n,n,c,b,p,t,p,n,y,d
p,n,p,c,n,p,e,p,k,s,u
e,n,n,c,b,u,t,p,k,y,d
e,g,n,c,b,u,t,p,k,y,d
e,e,n,c,b,n,t,p,k,v,d
e,e,n,c,b,n,t,p,n,v,d
e,e,n,c,b,p,t,p,k,v,d
e,g,n,c,b,p,t,p,n,y,d
e,w,n,w,b,n,t,e,k,s,g
e,g,n,c,b,p,t,p,n,v,d
e,n,n,w,b,p,t,e,n,s,g
e,n,n,c,b,w,t,p,n,y,d
e,g,n,c,b,p,t,p,k,v,d
e,e,n,c,b,p,t,p,n,v,d
e,n,n,c,b,u,t,p,k,v,d
e,g,n,c,b,w,t,p,n,v,d
e,g,n,c,b,w,t,p,k,y,d
e,g,n,c,b,w,t,p,k,v,d
e,g,n,c,b,n,t,p,n,y,d
e,g,n,c,b,p,t,p,n,v,d
e,e,n,c,b,p,t,p,k,v,d
e,e,n,c,b,n,t,p,k,y,d
e,n,n,c,b,w,t,p,n,v,d
e,n,n,c,b,w,t,p,n,y,d
e,n,n,c,b,n,t,p,k,v,d
e,n,n,c,b,p,t,p,n,y,d
e,g,n,c,b,u,t,p,n,v,d
e,e,n,c,b,w,t,p,k,y,d
e,n,n,c,b,w,t,p,k,v,d
e,e,n,c,b,p,t,p,k,v,d
e,n,n,c,b,w,t,p,k,y,d
e,g,n,c,b,p,t,p,k,y,d
e,n,n,c,b,n,t,p,n,v,d
e,g,n,c,b,w,t,p,k,y,d
e,e,n,c,b,w,t,p,k,v,d
e,n,n,c,b,p,t,p,k,y,d
e,g,n,c,b,w,t,p,k,y,d
e,e,n,c,b,u,t,p,n,y,d
e,n,n,c,b,u,t,p,k,v,d
e,n,n,c,b,w,t,p,n,y,d
e,g,n,c,b,u,t,p,n,v,d
e,n,n,c,b,w,t,p,k,v,d
e,e,n,c,b,w,t,p,k,y,d
e,n,n,c,b,w,t,p,k,v,d
e,n,n,c,b,w,t,p,k,v,d
e,n,n,c,b,n,t,p,k,y,d
e,e,n,c,b,u,t,p,n,y,d
e,e,n,c,b,u,t,p,n,y,d
e,g,n,c,b,w,t,p,n,v,d
e,g,n,c,b,p,t,p,n,v,d
e,e,n,c,b,u,t,p,n,v,d
e,n,n,c,b,w,t,p,n,y,d
e,e,n,c,b,n,t,p,n,y,d
e,g,n,c,b,u,t,p,n,v,d
e,g,n,c,b,u,t,p,k,y,d
e,e,n,c,b,u,t,p,n,v,d
e,n,n,c,b,w,t,p,n,v,d
e,n,n,c,b,p,t,p,n,y,d
e,g,n,c,b,u,t,p,k,v,d
e,w,n,w,b,h,t,e,n,s,g
e,g,n,c,b,w,t,p,n,y,d
e,g,n,w,b,n,t,e,n,s,g
e,n,n,c,b,u,t,p,n,y,d
e,e,n,c,b,w,t,p,k,y,d
p,w,p,c,n,w,e,p,n,s,u
e,g,n,c,b,n,t,p,k,v,d
e,n,n,c,b,w,t,p,k,y,d
e,g,n,c,b,w,t,p,n,y,d
e,e,n,c,b,n,t,p,k,v,d
e,g,n,c,b,n,t,p,k,v,d
e,n,n,c,b,p,t,p,n,y,d
e,e,n,c,b,n,t,p,k,y,d
e,n,n,c,b,n,t,p,n,v,d
e,n,n,c,b,n,t,p,n,y,d
e,n,n,c,b,p,t,p,k,y,d
e,g,n,c,b,u,t,p,k,y,d
e,n,n,c,b,n,t,p,k,y,d
e,e,n,c,b,w,t,p,k,v,d
e,n,n,c,b,p,t,p,k,y,d
e,e,n,c,b,n,t,p,k,v,d
e,w,n,w,b,k,t,e,n,a,g
e,n,n,c,b,n,t,p,k,v,d
e,g,n,c,b,w,t,p,k,y,d
e,n,n,c,b,w,t,p,k,y,d
e,e,n,c,b,p,t,p,n,y,d
e,n,n,c,b,n,t,p,k,y,d
e,n,n,c,b,u,t,p,n,v,d
e,n,n,c,b,p,t,p,n,y,d
p,w,p,c,n,w,e,p,n,v,u
e,g,n,c,b,w,t,p,k,v,d
e,w,n,w,b,k,t,e,k,s,g
e,g,n,w,b,p,t,e,n,s,g
e,g,n,c,b,p,t,p,k,v,d
e,n,n,c,b,n,t,p,k,y,d
e,e,n,c,b,n,t,p,k,v,d
e,g,n,c,b,n,t,p,k,v,d
e,n,n,c,b,u,t,p,k,y,d
e,n,n,c,b,w,t,p,n,v,d
p,g,f,c,b,h,e,l,h,y,d
e,e,n,c,b,w,t,p,k,y,d
e,n,n,w,b,h,t,e,k,a,g
p,w,p,c,n,n,e,p,n,v,g
e,g,n,c,b,p,t,p,n,y,d
e,n,n,c,b,n,t,p,n,v,d
e,n,n,c,b,p,t,p,k,y,d
e,g,n,c,b,u,t,p,k,v,d
e,g,n,c,b,w,t,p,k,v,d
e,n,n,c,b,u,t,p,n,v,d
e,n,n,c,b,u,t,p,k,y,d
e,g,n,c,b,u,t,p,k,v,d
e,g,n,c,b,n,t,p,n,y,d
e,e,n,c,b,u,t,p,n,y,d
e,e,n,c,b,n,t,p,k,y,d
p,w,p,c,n,n,e,p,k,v,g
e,g,n,c,b,n,t,p,k,v,d
e,g,n,c,b,p,t,p,k,v,d
e,e,n,c,b,w,t,p,k,v,d
e,g,n,c,b,p,t,p,k,v,d
e,n,n,c,b,w,t,p,n,v,d
e,e,n,c,b,w,t,p,n,y,d
e,e,n,c,b,w,t,p,n,y,d
e,e,n,c,b,w,t,p,k,y,d
e,g,n,c,b,n,t,p,n,y,d
e,g,n,c,b,p,t,p,k,v,d
e,n,n,c,b,p,t,p,n,v,d
e,n,n,c,b,p,t,p,n,v,d
e,g,n,c,b,n,t,p,k,v,d
e,g,n,c,b,u,t,p,n,v,d
e,n,n,c,b,p,t,p,k,y,d
e,n,n,c,b,w,t,p,n,v,d
e,n,n,c,b,u,t,p,k,y,d
e,n,n,c,b,p,t,p,k,y,d
e,n,n,c,b,p,t,p,k,v,d
e,n,n,c,b,u,t,p,n,y,d
e,n,n,c,b,p,t,p,n,v,d
e,n,n,c,b,p,t,p,k,y,d
e,g,n,c,b,n,t,p,n,y,d
e,e,n,c,b,u,t,p,n,y,d
e,n,n,c,b,p,t,p,n,v,d
p,p,c,c,n,g,e,p,k,v,d
e,e,n,c,b,u,t,p,n,y,d
e,n,n,c,b,w,t,p,k,y,d
e,n,n,c,b,w,t,p,k,y,d
e,e,n,c,b,u,t,p,n,v,d
e,e,n,c,b,n,t,p,k,y,d
e,g,n,c,b,w,t,p,n,y,d
e,g,n,c,b,n,t,p,n,y,d
e,g,n,c,b,p,t,p,k,v,d
e,g,n,c,b,u,t,p,n,y,d
e,g,n,c,b,p,t,p,n,y,d
e,e,n,c,b,u,t,p,n,v,d
e,n,n,c,b,p,t,p,k,y,d
e,e,n,c,b,u,t,p,k,v,d
e,g,n,c,b,u,t,p,n,y,d
e,g,n,c,b,w,t,p,k,y,d
e,g,n,c,b,n,t,p,k,y,d
p,g,f,c,b,h,e,l,h,y,g
e,n,n,c,b,u,t,p,k,v,d
e,e,n,c,b,p,t,p,n,y,d
e,n,n,c,b,w,t,p,k,v,d
e,n,n,c,b,p,t,p,n,y,d
e,n,n,c,b,p,t,p,k,v,d
e,g,n,c,b,n,t,p,k,y,d
e,g,n,c,b,p,t,p,n,y,d
e,g,n,c,b,w,t,p,n,y,d
e,g,n,w,b,k,t,e,n,a,g
e,g,n,c,b,n,t,p,k,y,d
e,e,n,c,b,p,t,p,k,y,d
e,n,n,c,b,p,t,p,k,v,d
e,e,n,c,b,n,t,p,n,y,d
e,g,n,c,b,p,t,p,n,v,d
e,n,n,c,b,p,t,p,k,y,d
e,e,n,c,b,w,t,p,n,v,d
e,n,n,c,b,w,t,p,k,v,d
e,g,n,c,b,p,t,p,k,y,d
e,g,n,c,b,n,t,p,k,y,d
e,g,n,c,b,u,t,p,k,v,d
e,n,n,c,b,u,t,p,n,y,d
e,g,n,c,b,p,t,p,k,v,d
e,n,n,c,b,p,t,p,n,v,d
e,e,n,c,b,p,t,p,k,v,d
e,n,n,c,b,u,t,p,k,y,d
e,g,n,c,b,w,t,p,k,v,d
e,g,n,c,b,p,t,p,k,v,d
e,g,n,c,b,p,t,p,n,v,d
e,n,n,c,b,w,t,p,k,v,d
e,g,n,c,b,w,t,p,n,v,d
e,g,n,c,b,p,t,p,n,y,d
e,e,n,c,b,n,t,p,n,v,d
e,n,n,c,b,w,t,p,k,v,d
e,g,n,c,b,u,t,p,k,y,d
p,n,p,c,n,k,e,p,k,s,u
e,g,n,w,b,n,t,e,n,s,g
e,g,n,c,b,u,t,p,k,v,d
e,e,n,c,b,n,t,p,k,y,d
p,p,c,w,n,u,e,p,n,s,d
e,n,n,c,b,w,t,p,k,y,d
e,e,n,c,b,p,t,p,k,v,d
e,n,n,c,b,p,t,p,n,y,d
e,e,n,c,b,u,t,p,k,v,d
e,w,n,w,b,k,t,e,n,s,g
e,g,n,c,b,p,t,p,n,v,d
e,g,n,c,b,n,t,p,n,v,d
e,g,n,c,b,n,t,p,n,v,d
e,e,n,c,b,n,t,p,n,y,d
e,g,n,c,b,n,t,p,k,v,d
e,g,n,c,b,w,t,p,n,v,d
e,e,n,c,b,p,t,p,k,y,d
p,w,p,c,n,p,e,p,n,v,u
e,n,n,c,b,u,t,p,n,y,d
e,e,n,c,b,w,t,p,k,y,d
e,e,n,c,b,n,t,p,n,v,d
e,g,n,c,b,p,t,p,k,v,d
e,w,n,w,b,h,t,e,k,s,g
e,n,n,w,b,k,t,e,n,a,g
e,n,n,c,b,w,t,p,k,v,d
e,n,n,c,b,n,t,p,n,v,d
e,e,n,c,b,p,t,p,n,y,d
e,e,n,c,b,u,t,p,n,y,d
e,e,n,c,b,p,t,p,n,y,d
e,n,n,c,b,w,t,p,k,y,d
e,g,n,c,b,w,t,p,k,v,d
e,n,n,c,b,w,t,p,k,v,d
e,e,n,c,b,n,t,p,n,y,d
e,e,n,c,b,w,t,p,n,v,d
p,w,c,w,n,p,e,p,n,s,d
e,n,n,c,b,u,t,p,k,y,d
e,g,n,c,b,p,t,p,n,y,d
e,n,n,c,b,u,t,p,k,v,d
e,n,n,c,b,p,t,p,k,v,d
e,e,n,c,b,w,t,p,k,y,d
e,w,n,w,b,n,t,e,n,s,g
e,g,n,c,b,u,t,p,n,y,d
e,e,n,c,b,p,t,p,k,v,d
e,n,n,c,b,n,t,p,n,v,d
e,n,n,c,b,p,t,p,k,v,d
e,n,n,c,b,n,t,p,k,y,d
e,g,n,c,b,n,t,p,n,y,d
e,n,n,c,b,n,t,p,k,v,d
e,g,n,c,b,u,t,p,n,y,d
e,n,n,c,b,w,t,p,k,y,d
e,n,n,c,b,p,t,p,k,v,d
e,n,n,c,b,p,t,p,n,y,d
e,g,n,c,b,n,t,p,n,v,d
e,e,n,c,b,w,t,p,k,y,d
e,n,n,c,b,n,t,p,k,y,d
p,g,f,c,b,g,e,l,h,y,p
e,g,n,c,b,u,t,p,k,v,d
e,e,n,c,b,u,t,p,k,v,d
p,g,f,c,b,h,e,l,h,v,d
e,e,n,c,b,n,t,p,k,v,d
e,e,n,c,b,n,t,p,k,v,d
p,g,f,c,b,h,e,l,h,y,d
p,p,c,w,n,n,e,p,n,s,d
e,g,n,c,b,u,t,p,k,v,d
e,g,n,c,b,p,t,p,n,y,d
e,g,n,c,b,u,t,p,n,v,d
e,g,n,c,b,w,t,p,k,y,d
e,g,n,c,b,n,t,p,n,v,d
e,g,n,c,b,n,t,p,n,y,d
e,g,n,c,b,w,t,p,n,y,d
e,e,n,c,b,p,t,p,k,v,d
e,n,n,c,b,w,t,p,k,y,d
e,n,n,c,b,u,t,p,k,v,d
e,n,n,c,b,p,t,p,k,y,d
e,n,n,c,b,u,t,p,n,v,d
e,g,n,c,b,n,t,p,k,y,d
e,g,n,c,b,p,t,p,k,y,d
e,n,n,c,b,u,t,p,n,v,d
e,e,n,c,b,w,t,p,n,v,d
e,n,n,c,b,u,t,p,n,v,d
e,g,n,c,b,n,t,p,n,v,d
e,n,n,c,b,u,t,p,k,y,d
p,w,c,c,n,g,e,p,k,v,d
e,n,n,c,b,u,t,p,k,y,d
e,e,n,c,b,w,t,p,n,v,d
e,n,n,c,b,n,t,p,n,y,d
e,g,n,c,b,n,t,p,k,v,d
e,e,n,c,b,w,t,p,k,y,d
p,g,f,c,b,p,e,l,h,y,d
e,e,n,c,b,n,t,p,k,y,d
e,g,n,c,b,p,t,p,n,v,d
e,e,n,c,b,w,t,p,k,v,d
e,e,n,c,b,p,t,p,n,v,d
p,g,f,c,b,p,e,l,h,v,g
e,n,n,c,b,w,t,p,n,y,d
e,n,n,c,b,p,t,p,k,v,d
e,n,n,c,b,p,t,p,k,v,d
e,n,n,c,b,n,t,p,k,y,d
e,g,n,c,b,u,t,p,n,y,d
e,n,n,c,b,n,t,p,k,y,d
e,g,n,c,b,p,t,p,k,y,d
e,e,n,c,b,n,t,p,k,y,d
e,e,n,c,b,n,t,p,k,v,d
e,g,n,c,b,p,t,p,n,v,d
e,e,n,c,b,n,t,p,n,v,d
e,n,n,c,b,n,t,p,k,v,d
e,n,n,c,b,w,t,p,n,v,d
e,g,n,c,b,p,t,p,n,v,d
e,g,n,c,b,w,t,p,n,y,d
e,e,n,c,b,u,t,p,k,v,d
e,n,n,c,b,w,t,p,n,v,d
e,n,n,c,b,p,t,p,n,v,d
e,e,n,c,b,p,t,p,k,y,d
e,n,n,c,b,n,t,p,n,v,d
e,n,n,c,b,p,t,p,k,y,d
e,n,n,c,b,w,t,p,n,v,d
p,g,f,c,b,g,e,l,h,v,p
e,g,n,c,b,n,t,p,k,y,d
e,n,n,c,b,w,t,p,n,y,d
e,g,n,c,b,n,t,p,n,y,d
e,g,n,c,b,n,t,p,n,y,d
e,g,n,c,b,w,t,p,k,v,d
e,n,n,c,b,u,t,p,k,y,d
e,g,n,c,b,n,t,p,k,y,d
e,n,n,c,b,n,t,p,k,v,d
e,e,n,c,b,w,t,p,k,y,d
e,n,n,c,b,n,t,p,n,v,d
p,g,f,c,b,g,e,l,h,v,p
e,e,n,c,b,p,t,p,n,v,d
e,n,n,c,b,n,t,p,n,v,d
e,e,n,c,b,n,t,p,k,y,d
